no;exper;treat;age;educ;black;hisp;married;nodegr;re74;re75;re78;re74.miss
791;0;0;27;12;1;0;1;0;13700;19400;25900;0
792;0;0;45;17;0;0;1;0;13700;23100;6650;0
793;0;0;23;16;0;0;0;0;13700;25600;31600;0
794;0;0;26;17;0;0;1;0;13700;29500;29600;0
795;0;0;27;14;1;0;0;0;13800;17000;20700;0
796;0;0;21;14;0;0;1;0;13800;8780;591;1
797;0;0;20;12;0;0;1;0;13900;14300;19700;1
798;0;0;29;12;0;0;1;0;13900;7160;19200;0
799;0;0;22;12;0;1;1;0;13900;8610;16200;0
800;0;0;24;12;0;0;0;0;13900;13400;19200;0
801;0;0;27;12;0;0;1;0;13900;14900;15100;0
802;0;0;23;12;0;0;1;0;14100;11100;14800;1
803;0;0;24;16;0;0;1;0;14100;24700;37800;1
804;0;0;23;16;0;0;0;0;14100;6270;2960;0
805;0;0;33;14;0;0;1;0;14100;14300;17700;0
806;0;0;21;12;0;0;0;0;14100;17900;22200;0
807;0;0;23;12;0;0;1;0;14100;23500;0;0
808;0;0;20;12;1;0;1;0;14300;17900;14800;0
809;0;0;24;12;0;0;1;0;14400;19700;7390;0
810;0;0;29;12;1;0;1;0;14400;15400;14800;0
811;0;0;34;12;0;0;1;0;14500;14300;10000;0
812;0;0;44;12;0;0;1;0;14500;14400;14600;1
813;0;0;23;12;0;0;1;0;14500;19300;19200;0
814;0;0;26;14;1;0;1;0;14500;17200;21700;0
815;0;0;51;12;0;0;1;0;14500;19200;17700;1
816;0;0;41;12;0;0;1;0;14700;23300;26600;0
817;0;0;37;13;0;0;1;0;14700;8950;17700;1
818;0;0;26;16;0;0;1;0;14700;11600;20700;1
819;0;0;24;12;1;0;1;0;14700;11800;11800;1
820;0;0;22;14;1;0;1;0;14700;12500;21400;0
821;0;0;27;12;1;0;1;0;14700;13400;14100;0
822;0;0;23;13;0;0;1;0;14700;14300;20700;0
823;0;0;27;12;0;0;1;0;14700;14300;19200;0
824;0;0;28;12;1;0;1;0;14700;14900;19200;0
825;0;0;21;12;0;0;1;0;14700;15200;23600;1
826;0;0;28;12;0;0;1;0;14700;15900;0;0
827;0;0;22;13;0;0;1;0;14700;16100;0;0
828;0;0;20;12;0;0;1;0;14700;16100;26600;0
829;0;0;24;16;0;0;1;0;14700;16500;27300;0
830;0;0;22;12;0;0;1;0;14700;16800;21900;1
831;0;0;27;12;0;1;1;0;14700;16800;37800;1
832;0;0;35;12;1;0;1;0;14700;17200;21300;0
833;0;0;23;16;0;0;1;0;14700;19700;29600;0
834;0;0;22;16;0;0;1;0;14700;19700;2960;1
835;0;0;23;16;0;0;1;0;14700;23300;25100;0
836;0;0;20;12;0;0;1;0;14700;26900;31000;0
837;0;0;22;12;1;0;1;0;14800;14700;14000;0
838;0;0;24;12;0;0;1;0;14900;720;28000;0
839;0;0;26;12;0;0;1;0;14900;10700;0;1
840;0;0;42;12;1;0;1;0;15000;11200;0;0
841;0;0;28;15;0;0;1;0;15100;18600;14000;0
842;0;0;24;13;0;0;1;0;15300;14300;32500;0
843;0;0;50;12;0;0;1;0;15300;14300;13200;0
844;0;0;50;12;0;0;1;0;15300;14300;13200;0
845;0;0;28;13;0;0;1;0;15300;14300;14000;1
846;0;0;25;12;0;0;1;0;15300;16100;25100;0
847;0;0;31;12;1;0;0;0;15300;17900;14800;1
848;0;0;32;16;1;0;1;0;15300;19700;28100;0
849;0;0;22;12;0;0;1;0;15300;19700;21900;0
850;0;0;22;13;1;0;1;0;15400;14300;18700;1
851;0;0;26;12;1;0;1;0;15400;8950;11100;0
852;0;0;22;12;0;0;1;0;15500;8950;14200;0
853;0;0;29;12;0;0;0;0;15500;14400;12600;0
854;0;0;53;17;0;0;1;0;15500;16400;15700;0
855;0;0;25;12;0;0;1;0;15500;17700;31300;0
856;0;0;26;12;1;0;1;0;15500;18200;19900;1
857;0;0;24;16;0;0;0;0;15600;19500;19200;0
858;0;0;27;17;0;0;0;0;15700;0;41400;0
859;0;0;46;12;0;0;1;0;15700;734;20700;0
860;0;0;25;12;1;0;1;0;15700;3740;10500;1
861;0;0;21;13;0;0;0;0;15700;4950;1730;1
862;0;0;37;12;0;0;1;0;15700;8950;28100;1
863;0;0;37;12;0;0;1;0;15700;8950;28100;0
864;0;0;28;15;1;0;1;0;15700;9450;31000;0
865;0;0;22;12;0;0;0;0;15700;10700;29000;0
866;0;0;22;12;0;0;0;0;15700;11600;20700;0
867;0;0;27;12;0;0;1;0;15700;12500;19200;1
868;0;0;21;13;1;0;1;0;15700;12500;25100;1
869;0;0;49;16;0;0;1;0;15700;12900;17700;0
870;0;0;26;12;0;0;1;0;15700;13400;0;1
871;0;0;33;14;0;0;1;0;15700;13400;13900;0
872;0;0;28;15;0;0;1;0;15700;13800;16000;0
873;0;0;29;17;0;0;1;0;15700;14100;25900;0
874;0;0;54;16;1;0;1;0;15700;14300;11800;0
875;0;0;25;14;0;1;1;0;15700;14300;20700;1
876;0;0;32;12;0;0;1;0;15700;14300;13300;0
877;0;0;40;12;0;0;1;0;15700;14300;16300;1
878;0;0;40;12;0;0;1;0;15700;14300;16300;1
879;0;0;27;16;0;0;1;0;15700;14300;22200;1
880;0;0;24;12;0;0;1;0;15700;14700;17700;1
881;0;0;43;12;0;0;1;0;15700;14700;13800;1
882;0;0;25;16;0;0;1;0;15700;15200;19100;1
883;0;0;26;12;1;0;1;0;15700;15200;15500;1
884;0;0;34;12;1;0;1;0;15700;15800;17700;1
885;0;0;21;13;0;0;1;0;15700;15900;25100;0
886;0;0;21;12;1;0;1;0;15700;16100;11800;1
887;0;0;23;12;1;0;1;0;15700;16200;19200;0
888;0;0;26;12;0;0;1;0;15700;16500;35000;0
889;0;0;28;14;0;0;1;0;15700;16800;16300;1
890;0;0;26;17;0;0;1;0;15700;16800;19200;1
891;0;0;20;14;0;0;0;0;15700;17000;26600;0
892;0;0;26;12;1;0;1;0;15700;18000;20700;0
893;0;0;21;12;1;0;1;0;15700;19700;19200;0
894;0;0;41;12;0;0;1;0;15700;19700;32500;1
895;0;0;28;16;0;0;1;0;15700;19700;28800;0
896;0;0;23;16;0;0;0;0;15700;21500;26600;0
897;0;0;22;12;0;0;1;0;15700;22900;31800;0
898;0;0;27;14;0;1;0;0;15700;23300;27300;0
899;0;0;26;16;0;0;1;0;15700;23300;29600;1
900;0;0;54;12;0;0;1;0;15700;25100;0;1
901;0;0;54;12;0;0;1;0;15700;25100;0;0
902;0;0;54;12;1;0;0;0;15700;25100;20700;0
903;0;0;37;16;0;0;0;0;15700;26900;29300;0
904;0;0;32;13;0;0;1;0;15700;30400;22000;1
905;0;0;29;12;0;0;1;0;15700;17500;10200;0
906;0;0;22;13;0;0;1;0;15900;15800;35500;1
907;0;0;23;12;1;0;1;0;15900;30400;27800;1
908;0;0;36;12;0;0;1;0;15900;12700;17400;0
909;0;0;21;13;0;0;1;0;16000;21500;14800;1
910;0;0;21;12;0;0;1;0;16000;16300;14500;0
911;0;0;26;12;1;0;1;0;16000;17900;19500;1
912;0;0;28;12;1;0;1;0;16000;19700;13300;0
913;0;0;43;12;0;0;1;0;16000;14300;14800;1
914;0;0;27;12;1;0;1;0;16000;16100;20500;0
915;0;0;36;17;0;0;0;0;16000;30800;29600;1
916;0;0;23;12;0;0;1;0;16100;4830;25600;1
917;0;0;31;12;0;0;1;0;16100;15000;17700;0
918;0;0;25;14;0;0;1;0;16100;15200;18500;0
919;0;0;35;12;1;0;1;0;16100;16100;19200;1
920;0;0;23;16;0;0;1;0;16100;16800;20700;1
921;0;0;21;12;0;0;1;0;16100;20600;28800;1
922;0;0;22;12;0;0;0;0;16200;9850;2960;1
923;0;0;36;12;1;0;1;0;16300;21300;22200;0
924;0;0;21;12;0;0;1;0;16300;18500;12000;1
925;0;0;28;12;0;0;1;0;16400;13300;0;0
926;0;0;24;12;0;1;1;0;16500;8950;21900;0
927;0;0;30;12;0;0;0;0;16500;14700;15100;1
928;0;0;44;12;0;0;1;0;16500;16100;17300;1
929;0;0;30;12;0;0;1;0;16500;16700;19900;0
930;0;0;34;12;0;0;1;0;16500;16800;20700;0
931;0;0;26;16;0;0;1;0;16500;21500;40600;1
932;0;0;23;16;0;0;1;0;16500;21500;18500;0
933;0;0;20;12;0;0;0;0;16500;19600;19700;1
934;0;0;26;13;0;0;0;0;16700;3580;8870;0
935;0;0;21;12;1;0;1;0;16700;9850;7390;0
936;0;0;25;12;0;0;1;0;16700;12200;17700;0
937;0;0;23;15;0;0;1;0;16700;13400;17000;1
938;0;0;25;12;1;0;0;0;16700;14900;22900;1
939;0;0;28;16;0;0;1;0;16700;15400;17400;0
940;0;0;38;14;0;0;1;0;16700;16100;19500;1
941;0;0;29;17;0;0;1;0;16700;16100;17700;0
942;0;0;24;17;0;0;1;0;16700;16700;20700;1
943;0;0;25;16;1;0;1;0;16700;17000;21900;0
944;0;0;55;12;0;0;1;0;16700;17500;16300;1
945;0;0;30;14;0;0;1;0;16700;17500;0;0
946;0;0;21;12;0;0;0;0;16700;17900;19200;0
947;0;0;26;12;0;0;1;0;16700;17900;17700;0
948;0;0;34;12;0;0;1;0;16700;19500;16300;1
949;0;0;22;12;0;0;1;0;16700;19700;26000;1
950;0;0;22;16;0;0;0;0;16700;22700;37700;1
951;0;0;27;15;0;0;0;0;16700;23300;23600;1
952;0;0;26;12;0;0;0;0;16700;23300;2960;0
953;0;0;26;16;0;0;1;0;16700;24700;29600;0
954;0;0;24;14;1;0;1;0;16700;28500;40600;1
955;0;0;26;14;1;0;0;0;16700;21500;28800;0
956;0;0;23;12;1;0;1;0;16700;10500;7570;0
957;0;0;28;14;0;0;0;0;16800;12200;1920;1
958;0;0;21;12;0;0;1;0;16800;15400;0;0
959;0;0;30;12;0;0;1;0;16800;17400;19000;1
960;0;0;24;12;0;0;1;0;16800;18600;25100;0
961;0;0;51;12;0;0;1;0;16800;19700;17700;0
962;0;0;21;14;0;0;0;0;16800;19700;35500;0
963;0;0;22;14;1;0;1;0;16800;21100;24100;0
964;0;0;24;12;0;0;1;0;16900;9310;23100;0
965;0;0;23;15;0;0;1;0;17000;20800;25500;1
966;0;0;26;14;0;0;1;0;17000;25100;38700;0
967;0;0;45;12;0;0;1;0;17100;16400;18200;0
968;0;0;46;13;0;0;1;0;17200;15800;14800;1
969;0;0;29;12;0;0;1;0;17200;19700;33500;1
970;0;0;26;14;0;0;1;0;17200;20600;24500;0
971;0;0;27;16;0;0;1;0;17200;24900;22200;0
972;0;0;26;14;0;0;1;0;17400;7160;14800;0
973;0;0;20;15;0;0;1;0;17400;8060;18500;0
974;0;0;23;12;0;0;1;0;17400;12500;21400;0
975;0;0;30;16;0;0;1;0;17400;17900;15500;0
976;0;0;24;12;0;0;1;0;17400;22400;16300;1
977;0;0;23;12;0;0;1;0;17600;0;23600;0
978;0;0;34;12;0;0;1;0;17600;0;0;0
979;0;0;24;12;0;1;1;0;17600;4850;22200;0
980;0;0;43;12;1;0;1;0;17600;10700;21900;0
981;0;0;28;14;1;0;1;0;17600;12500;16300;0
982;0;0;20;12;0;0;1;0;17600;15200;28800;1
983;0;0;23;12;1;0;1;0;17600;15200;15500;0
984;0;0;27;14;1;0;1;0;17600;16100;26600;0
985;0;0;53;12;0;0;1;0;17600;16100;19200;0
986;0;0;28;16;0;0;1;0;17600;16100;22200;0
987;0;0;26;12;0;0;1;0;17600;16100;25100;1
988;0;0;25;15;0;0;1;0;17600;16100;18600;0
989;0;0;29;14;0;0;1;0;17600;17200;19700;0
990;0;0;26;12;1;0;1;0;17600;17400;23600;0
991;0;0;55;16;0;0;1;0;17600;17900;22200;0
992;0;0;22;12;0;1;1;0;17600;17900;14800;0
993;0;0;33;12;0;0;1;0;17600;17900;15800;0
994;0;0;34;14;0;1;1;0;17600;17900;8870;0
995;0;0;24;12;0;0;1;0;17600;18400;19900;1
996;0;0;24;12;0;0;1;0;17600;18800;32500;0
997;0;0;26;12;1;0;1;0;17600;18800;18500;1
998;0;0;45;12;0;0;1;0;17600;18800;19900;0
999;0;0;22;12;0;0;1;0;17600;19700;23600;0
1000;0;0;55;14;0;0;1;0;17600;19700;2070;0
1001;0;0;24;12;0;0;1;0;17600;19700;11500;0
1002;0;0;23;12;0;0;1;0;17600;21500;4430;0
1003;0;0;24;13;1;0;0;0;17600;25100;22200;1
1004;0;0;31;13;0;0;1;0;17600;25100;23600;0
1005;0;0;43;12;0;0;1;0;17600;26900;28100;1
1006;0;0;43;12;0;0;1;0;17600;26900;28100;0
1007;0;0;23;12;1;0;1;0;17700;14300;12300;1
1008;0;0;22;12;0;0;1;0;17700;12500;20700;1
1009;0;0;30;12;1;0;1;0;17800;17400;19200;1
1010;0;0;28;12;0;0;0;0;17800;5010;16200;1
1011;0;0;28;12;0;0;1;0;17800;11100;20700;1
1012;0;0;21;12;0;0;0;0;17800;12900;26600;0
1013;0;0;28;13;0;0;1;0;17900;15400;22500;1
1014;0;0;25;14;0;0;1;0;17900;14300;9970;0
1015;0;0;54;12;0;0;1;0;18000;18800;23600;1
1016;0;0;26;16;0;0;1;0;18000;19900;21000;1
1017;0;0;26;16;0;0;1;0;18000;23300;28100;0
1018;0;0;49;13;0;0;1;0;18200;17900;17700;1
1019;0;0;21;13;1;0;0;0;18200;21100;21900;0
1020;0;0;26;16;0;0;1;0;18200;22400;18500;0
1021;0;0;30;12;1;0;1;0;18300;25400;22200;0
1022;0;0;21;13;0;0;1;0;18400;8950;27300;0
1023;0;0;33;12;0;0;1;0;18400;12900;20700;0
1024;0;0;33;12;0;0;1;0;18400;14400;20700;0
1025;0;0;40;12;0;0;1;0;18400;17500;17300;0
1026;0;0;27;16;0;0;1;0;18400;18800;25900;0
1027;0;0;21;12;0;0;1;0;18400;19700;28200;0
1028;0;0;31;12;0;0;1;0;18600;14800;16300;0
1029;0;0;27;14;1;0;1;0;18600;0;13300;0
1030;0;0;47;17;0;0;1;0;18600;10000;35500;0
1031;0;0;32;12;1;0;1;0;18600;16100;17700;0
1032;0;0;28;12;1;0;0;0;18600;17000;19900;0
1033;0;0;35;14;0;0;1;0;18600;19700;22400;0
1034;0;0;26;14;0;0;1;0;18600;19700;28100;0
1035;0;0;37;12;0;0;1;0;18600;21500;23100;0
1036;0;0;23;12;0;0;0;0;18600;23300;33000;0
1037;0;0;44;12;1;0;1;0;18600;23600;19200;0
1038;0;0;44;12;1;0;1;0;18600;23600;19200;0
1039;0;0;36;12;1;0;1;0;18600;25100;33700;0
1040;0;0;26;12;0;0;1;0;18700;18300;25000;0
1041;0;0;23;14;0;0;1;0;18700;21700;28100;0
1042;0;0;32;13;1;0;1;0;18800;14100;26600;0
1043;0;0;33;12;0;0;0;0;18800;16000;17500;0
1044;0;0;37;12;1;0;1;0;18800;16100;32500;0
1045;0;0;27;12;0;0;1;0;18800;17200;19500;0
1046;0;0;43;12;0;0;1;0;18800;17900;26200;0
1047;0;0;27;16;0;0;1;0;18800;17900;18500;0
1048;0;0;24;12;0;0;1;0;18800;17900;18300;0
1049;0;0;24;12;0;0;1;0;18800;18800;23100;0
1050;0;0;34;12;1;0;0;0;18800;30400;12600;0
1051;0;0;42;12;0;0;1;0;18900;17000;19200;0
1052;0;0;24;13;1;0;1;0;18900;16100;12600;0
1053;0;0;27;12;0;0;1;0;18900;12000;22200;0
1054;0;0;23;12;1;0;1;0;19000;13400;13300;0
1055;0;0;26;16;0;0;1;0;19000;16100;26600;0
1056;0;0;27;12;1;0;1;0;19000;19700;19200;0
1057;0;0;37;12;1;0;1;0;19000;26000;25900;0
1058;0;0;37;12;0;0;1;0;19000;20900;17000;0
1059;0;0;26;12;0;1;1;0;19100;0;13300;0
1060;0;0;23;12;0;0;1;0;19100;20700;17000;0
1061;0;0;26;13;0;0;1;0;19200;14700;18500;0
1062;0;0;27;16;0;0;1;0;19200;17700;0;0
1063;0;0;27;12;0;0;0;0;19200;19500;23600;0
1064;0;0;29;14;0;0;1;0;19200;21500;23100;0
1065;0;0;25;16;0;0;1;0;19200;22600;33400;0
1066;0;0;26;12;0;0;1;0;19300;13000;24600;0
1067;0;0;22;14;0;0;1;0;19300;17600;17300;0
1068;0;0;28;12;0;0;1;0;19300;0;29600;0
1069;0;0;46;12;0;0;1;0;19400;19200;20400;0
1070;0;0;33;17;0;0;0;0;19400;0;1540;0
1071;0;0;23;12;0;0;1;0;19400;12500;25100;0
1072;0;0;23;12;0;0;1;0;19400;12500;0;0
1073;0;0;23;13;0;0;1;0;19400;17900;31000;0
1074;0;0;26;16;0;0;1;0;19400;25800;25600;0
1075;0;0;24;16;1;0;0;0;19500;15200;23600;0
1076;0;0;37;12;1;0;1;0;19600;12000;14800;0
1077;0;0;50;16;0;0;0;0;19600;0;23600;0
1078;0;0;26;13;0;0;1;0;19600;0;23600;0
1079;0;0;21;12;1;0;0;0;19600;716;22200;0
1080;0;0;25;12;1;0;1;0;19600;5370;24600;0
1081;0;0;24;13;1;0;1;0;19600;11600;18400;0
1082;0;0;24;12;1;0;0;0;19600;12000;19200;0
1083;0;0;32;14;1;0;1;0;19600;12300;14800;0
1084;0;0;27;16;0;0;1;0;19600;12500;17700;0
1085;0;0;21;12;0;1;1;0;19600;12500;17700;0
1086;0;0;24;16;0;0;1;0;19600;12900;31000;0
1087;0;0;45;14;0;0;1;0;19600;13600;17700;0
1088;0;0;38;12;0;0;1;0;19600;14000;16300;0
1089;0;0;27;15;0;0;1;0;19600;14900;23600;0
1090;0;0;20;12;1;0;1;0;19600;16700;12700;0
1091;0;0;23;12;1;0;1;0;19600;17000;22200;0
1092;0;0;33;12;0;0;1;0;19600;17000;25000;0
1093;0;0;24;13;0;0;1;0;19600;17200;22300;0
1094;0;0;44;12;0;0;1;0;19600;17200;15400;0
1095;0;0;34;12;1;0;1;0;19600;17400;19200;0
1096;0;0;23;12;1;0;1;0;19600;17400;14800;0
1097;0;0;27;12;1;0;1;0;19600;17700;25100;0
1098;0;0;25;16;0;0;1;0;19600;17900;25700;0
1099;0;0;22;12;0;0;1;0;19600;17900;23600;0
1100;0;0;24;16;0;0;0;0;19600;17900;17000;0
1101;0;0;23;12;0;0;1;0;19600;17900;16300;0
1102;0;0;31;16;0;0;1;0;19600;17900;17700;0
1103;0;0;23;12;1;0;1;0;19600;17900;26600;0
1104;0;0;27;12;0;0;1;0;19600;18100;32700;0
1105;0;0;20;12;1;0;1;0;19600;18600;23600;0
1106;0;0;20;12;0;0;1;0;19600;18800;17700;0
1107;0;0;52;15;0;0;1;0;19600;18800;17400;0
1108;0;0;33;16;0;0;1;0;19600;19300;26600;0
1109;0;0;40;12;0;0;1;0;19600;19300;21300;0
1110;0;0;31;12;1;0;1;0;19600;19500;20300;0
1111;0;0;35;12;0;0;1;0;19600;19700;22500;0
1112;0;0;33;12;0;0;0;0;19600;19700;13300;0
1113;0;0;22;12;0;0;1;0;19600;19700;17700;0
1114;0;0;29;16;1;0;1;0;19600;20600;42900;0
1115;0;0;26;12;0;0;1;0;19600;21100;22000;0
1116;0;0;23;12;0;0;1;0;19600;21200;24900;0
1117;0;0;30;12;0;0;1;0;19600;21500;23300;0
1118;0;0;43;12;0;0;1;0;19600;21500;22200;0
1119;0;0;43;12;0;0;1;0;19600;21500;22200;0
1120;0;0;31;12;0;0;1;0;19600;21500;25100;0
1121;0;0;23;12;0;0;1;0;19600;21500;20700;0
1122;0;0;23;13;0;0;1;0;19600;21500;21300;0
1123;0;0;28;16;0;0;1;0;19600;21500;32500;0
1124;0;0;30;12;0;0;1;0;19600;21500;29600;0
1125;0;0;53;12;1;0;1;0;19600;21500;23600;0
1126;0;0;32;12;0;0;1;0;19600;21500;29600;0
1127;0;0;43;12;0;0;1;0;19600;21700;29300;0
1128;0;0;43;12;0;0;1;0;19600;21700;29300;0
1129;0;0;37;17;0;0;0;0;19600;23000;22200;0
1130;0;0;23;12;1;0;1;0;19600;23300;21400;0
1131;0;0;28;12;1;0;1;0;19600;24200;25900;0
1132;0;0;27;14;1;0;0;0;19600;25100;28800;0
1133;0;0;46;12;0;0;0;0;19600;25100;29600;0
1134;0;0;30;12;1;0;1;0;19600;26900;25900;0
1135;0;0;35;17;0;0;1;0;19600;44800;36900;0
1136;0;0;26;15;0;0;1;0;19600;19300;23600;0
1137;0;0;25;12;0;0;1;0;19600;8740;23600;0
1138;0;0;24;12;0;0;1;0;19700;6620;25100;0
1139;0;0;22;14;0;0;1;0;19700;20100;22300;0
1140;0;0;27;13;0;0;1;0;19700;20100;36900;0
1141;0;0;36;12;1;0;1;0;19700;25100;23600;0
1142;0;0;35;13;0;0;1;0;19800;21300;14800;0
1143;0;0;34;12;1;0;1;0;19800;23300;31000;0
1144;0;0;28;14;0;0;1;0;20000;12500;31000;0
1145;0;0;18;12;0;0;1;0;20000;23300;26600;0
1146;0;0;21;12;0;0;1;0;20100;21200;56900;0
1147;0;0;28;16;1;0;1;0;20100;19300;21300;0
1148;0;0;24;14;0;0;1;0;20100;0;0;0
1149;0;0;30;12;0;0;1;0;20200;15800;34000;0
1150;0;0;42;12;0;0;1;0;20200;17500;0;0
1151;0;0;24;12;0;0;1;0;20200;19700;29600;0
1152;0;0;40;12;0;0;1;0;20200;19700;17700;0
1153;0;0;25;17;0;0;1;0;20200;21000;22900;0
1154;0;0;27;17;0;0;1;0;20200;21600;28500;0
1155;0;0;24;16;0;0;1;0;20200;17900;42900;0
1156;0;0;25;16;1;0;0;0;20200;19300;23100;0
1157;0;0;53;16;0;0;1;0;20300;20100;19900;0
1158;0;0;28;12;0;0;1;0;20400;17900;32500;0
1159;0;0;20;12;0;0;1;0;20400;18700;17000;0
1160;0;0;26;12;0;0;1;0;20400;20900;22200;0
1161;0;0;33;12;0;0;1;0;20500;21500;20700;0
1162;0;0;24;14;0;0;0;0;20600;11600;12400;0
1163;0;0;38;12;1;0;0;0;20600;14300;16300;0
1164;0;0;27;12;0;0;1;0;20600;17500;24500;0
1165;0;0;27;16;0;0;1;0;20600;18600;88700;0
1166;0;0;31;13;0;0;1;0;20600;18800;29600;0
1167;0;0;26;15;0;0;1;0;20600;18800;23600;0
1168;0;0;28;16;0;0;1;0;20600;18800;22200;0
1169;0;0;26;17;0;0;1;0;20600;19000;35500;0
1170;0;0;52;12;0;0;1;0;20600;19000;20700;0
1171;0;0;25;12;0;0;1;0;20600;20600;22500;0
1172;0;0;24;12;0;0;1;0;20600;20800;22200;0
1173;0;0;41;12;0;0;1;0;20600;21500;25300;0
1174;0;0;40;12;0;0;1;0;20600;24800;32600;0
1175;0;0;40;12;0;0;1;0;20600;24800;32600;0
1176;0;0;32;13;0;0;1;0;20600;25100;7390;0
1177;0;0;24;12;1;0;1;0;20600;26000;31000;0
1178;0;0;46;12;1;0;1;0;20600;32200;7880;0
1179;0;0;31;13;0;0;1;0;20600;33700;31000;0
1180;0;0;25;15;0;0;0;0;20700;21500;39000;0
1181;0;0;29;12;0;0;1;0;20800;0;44300;0
1182;0;0;25;14;0;0;0;0;20800;14300;17400;0
1183;0;0;42;16;0;0;1;0;20800;19700;22200;0
1184;0;0;24;12;0;0;1;0;20800;23300;27500;0
1185;0;0;25;14;1;0;1;0;20800;23300;26300;0
1186;0;0;44;12;0;0;1;0;20900;12200;21000;0
1187;0;0;27;12;0;0;0;0;21000;18400;23300;0
1188;0;0;28;14;0;0;1;0;21000;20600;28400;0
1189;0;0;33;16;0;0;1;0;21000;21500;22000;0
1190;0;0;25;16;0;0;1;0;21000;24700;26200;0
1191;0;0;26;12;1;0;1;0;21100;22400;25100;0
1192;0;0;39;12;0;0;1;0;21100;20400;15000;0
1193;0;0;31;14;0;0;1;0;21100;20100;19700;0
1194;0;0;31;14;0;0;1;0;21100;20100;19700;0
1195;0;0;23;13;1;0;1;0;21200;17900;23600;0
1196;0;0;42;12;0;0;1;0;21200;21500;12200;0
1197;0;0;36;14;0;0;1;0;21200;23500;0;0
1198;0;0;26;12;0;0;1;0;21200;24200;21300;0
1199;0;0;46;17;0;0;0;0;21300;24100;24800;0
1200;0;0;31;12;0;0;1;0;21400;15000;35500;0
1201;0;0;27;12;1;0;1;0;21400;20600;21700;0
1202;0;0;25;12;0;1;1;0;21500;26600;25600;0
1203;0;0;42;16;0;0;1;0;21600;0;41400;0
1204;0;0;28;12;0;0;1;0;21600;8370;0;0
1205;0;0;28;12;0;0;1;0;21600;10600;21700;0
1206;0;0;27;13;0;0;1;0;21600;14300;16300;0
1207;0;0;35;12;1;0;1;0;21600;14300;15600;0
1208;0;0;35;12;1;0;1;0;21600;14300;15600;0
1209;0;0;26;12;0;0;1;0;21600;15200;26600;0
1210;0;0;19;12;0;0;1;0;21600;15800;19200;0
1211;0;0;29;12;0;0;1;0;21600;17000;20700;0
1212;0;0;34;12;1;0;1;0;21600;17900;25100;0
1213;0;0;28;16;0;0;1;0;21600;18600;44300;0
1214;0;0;31;16;0;0;1;0;21600;18800;23300;0
1215;0;0;37;15;1;0;0;0;21600;19200;17700;0
1216;0;0;40;12;0;0;1;0;21600;19700;31000;0
1217;0;0;37;12;0;0;1;0;21600;19700;44300;0
1218;0;0;48;12;0;0;1;0;21600;20200;0;0
1219;0;0;43;12;0;0;1;0;21600;20600;19200;0
1220;0;0;26;16;0;0;1;0;21600;20600;28800;0
1221;0;0;29;12;0;0;1;0;21600;20600;19900;0
1222;0;0;27;12;0;0;1;0;21600;21100;23100;0
1223;0;0;22;14;0;0;1;0;21600;21500;23200;0
1224;0;0;23;12;0;0;1;0;21600;21500;26600;0
1225;0;0;21;12;0;0;1;0;21600;21500;12500;0
1226;0;0;36;12;0;0;1;0;21600;21500;23600;0
1227;0;0;26;16;0;0;1;0;21600;21500;29500;0
1228;0;0;33;12;0;0;1;0;21600;21500;21400;0
1229;0;0;37;12;0;0;1;0;21600;22400;24400;0
1230;0;0;29;16;0;0;0;0;21600;22700;33200;0
1231;0;0;25;14;0;0;1;0;21600;22900;31500;0
1232;0;0;27;16;0;0;1;0;21600;23300;27600;0
1233;0;0;41;17;0;0;1;0;21600;23300;22900;0
1234;0;0;29;16;0;0;1;0;21600;23300;23600;0
1235;0;0;34;14;0;0;1;0;21600;23300;22200;0
1236;0;0;45;12;0;0;1;0;21600;23600;26600;0
1237;0;0;41;12;1;0;1;0;21600;24900;21400;0
1238;0;0;35;13;1;0;1;0;21600;26000;26400;0
1239;0;0;23;12;0;0;1;0;21600;26000;58700;0
1240;0;0;43;17;0;0;0;0;21600;26000;36900;0
1241;0;0;21;12;0;0;1;0;21600;26100;38400;0
1242;0;0;22;12;0;0;1;0;21600;26800;35500;0
1243;0;0;25;17;0;0;1;0;21600;31200;53900;0
1244;0;0;23;16;0;0;1;0;21600;35800;44300;0
1245;0;0;28;14;0;0;1;0;21600;26900;22200;0
1246;0;0;44;13;0;0;1;0;21700;21900;22200;0
1247;0;0;23;12;0;0;0;0;21700;11400;2220;0
1248;0;0;39;14;0;0;1;0;21700;21800;18600;0
1249;0;0;23;12;0;0;1;0;21900;21500;25100;0
1250;0;0;24;14;1;0;1;0;21900;26400;18800;0
1251;0;0;24;13;0;1;1;0;21900;24700;35300;0
1252;0;0;51;12;0;0;1;0;21900;19200;24400;0
1253;0;0;34;12;0;0;1;0;21900;20400;21100;0
1254;0;0;27;12;0;0;1;0;21900;20600;18300;0
1255;0;0;29;17;0;0;1;0;21900;21800;22200;0
1256;0;0;26;14;1;0;1;0;21900;26000;36900;0
1257;0;0;26;13;0;1;1;0;22000;5670;25900;0
1258;0;0;23;14;0;0;0;0;22100;18800;41400;0
1259;0;0;46;12;0;0;1;0;22100;22600;23600;0
1260;0;0;27;12;0;0;0;0;22100;25400;61800;0
1261;0;0;30;17;1;0;1;0;22100;27900;33200;0
1262;0;0;25;12;1;0;1;0;22100;33300;29600;0
1263;0;0;27;14;0;0;1;0;22200;23300;26600;0
